Iteration,Error_1,Error_2,Error_3,Error_Mean,Loss_1,Loss_2,Loss_3,Loss_Mean,Score,Features_n,Alpha,Lambda,Lambda_bias,Coef1_1,Coef2_1,Coef3_1,Coef4_1,Rési1_1,Rési2_1,Rési3_1,Rési4_1,Coef1_2,Coef2_2,Coef3_2,Coef4_2,Rési1_2,Rési2_2,Rési3_2,Rési4_2,Coef1_3,Coef2_3,Coef3_3,Coef4_3,Rési1_3,Rési2_3,Rési3_3,Rési4_3,Coef1_4,Coef2_4,Coef3_4,Coef4_4,Rési1_4,Rési2_4,Rési3_4,Rési4_4,PosInitiale_1,PosInitiale_2,PosInitiale_3,PosInitiale_4,Logging
234,0.615385,0.622642,0.701923,0.64665,1.611627,1.587206,1.63697,1.61193433333333,1.04235733665,9,0.210217900671684,0.428202794764412,3.59577183784881,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
235,0.375,0.433962,0.413462,0.407474666666667,1.16814,1.181523,1.13685,1.162171,0.473555240834667,16,2.09617937865569,1.15819948799236,1.30319881515779,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1
236,0.413462,0.433962,0.480769,0.442731,1.147207,1.177344,1.335595,1.22004866666667,0.540153366242,12,2.04049713214517,1.34069084688168,1.90874738818954,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
237,0.480769,0.377358,0.423077,0.427068,1.414586,1.178545,1.150163,1.24776466666667,0.532880360664,13,0.400924032426323,1.73536441769144,1.20784994778678,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
238,0.509615,0.433962,0.451923,0.465166666666667,1.599956,1.238381,1.13378,1.324039,0.615898808166667,10,0.864546269725391,2.36336214072055,0.834235001829737,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
239,0.413462,0.40566,0.432692,0.417271333333333,1.165858,1.100373,1.154861,1.140364,0.475841206765333,11,0.146544908421218,2.24122361423421,0.777964955595174,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1
240,0.557692,0.471698,0.471154,0.500181333333333,1.397118,1.228963,1.26843,1.29817033333333,0.649320568220445,9,0.338059973285018,2.59262861976868,2.8138247108031,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1
241,0.490385,0.462264,0.461538,0.471395666666667,1.472032,1.383961,1.190674,1.348889,0.635860429414333,12,1.89339417416813,0.656264221246309,0.119811901638507,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
242,0.432692,0.358491,0.480769,0.423984,1.20945,1.126886,1.219799,1.18537833333333,0.50258144728,15,0.751097936948089,1.84333395992896,2.06875895779522,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1
243,0.442308,0.396226,0.413462,0.417332,1.139777,1.087173,1.040612,1.08918733333333,0.454552728194667,15,0.755248416355592,0.997868863984147,2.16673685848217,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1
244,0.567308,0.471698,0.461538,0.500181333333333,1.520954,1.344006,1.322166,1.39570866666667,0.698107421838222,10,0.88564111043877,0.214163014182822,3.4617657774448,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
245,0.413462,0.311321,0.451923,0.392235333333333,1.226548,1.102787,1.267075,1.19880333333333,0.470213025051111,12,1.06573883194869,1.21789859841011,3.21232941276093,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
246,0.423077,0.490566,0.461538,0.458393666666667,1.184155,1.298334,1.342744,1.27507766666667,0.584487526908111,11,2.46763202632267,1.47665946862849,0.482447747750141,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
247,0.528846,0.481132,0.432692,0.48089,1.668576,1.277363,1.421261,1.45573333333333,0.700047602666667,8,0.308935421083832,1.06995444723077,1.44339386404475,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
248,0.461538,0.443396,0.442308,0.449080666666667,1.202299,1.23029,1.161531,1.19804,0.538016601893333,10,0.290992378372249,2.16641398381925,1.44624950481812,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
249,0.336538,0.462264,0.480769,0.426523666666667,1.083277,1.168151,1.167143,1.13952366666667,0.486033812560111,13,1.9643130716506,0.926825297557821,1.48944936409097,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
250,0.480769,0.669811,0.644231,0.598270333333333,1.340711,1.669736,1.562609,1.524352,0.911974579157333,8,3.06751045112458,1.09105248042544,0.550840061013153,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
251,0.355769,0.349057,0.423077,0.375967666666667,1.081962,0.971336,1.067716,1.040338,0.391133450404667,17,1.85114877765611,0.738347989975773,1.92184041332873,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1
252,0.461538,0.462264,0.432692,0.452164666666667,1.156563,1.386083,1.105401,1.21601566666667,0.549839318579778,14,1.27031052165829,1.94634112469905,0.365295011125112,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1
253,0.375,0.339623,0.432692,0.382438333333333,1.134212,1.034401,1.257897,1.14217,0.436809591183333,13,0.643686787937783,1.26339481094472,2.41428687351712,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1
254,0.471154,0.396226,0.442308,0.436562666666667,1.198338,1.102515,1.063783,1.12154533333333,0.489624821507556,13,1.26887180682624,1.55933477930881,0.478068044952693,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1
255,0.365385,0.386792,0.365385,0.372520666666667,1.188129,1.049321,1.028268,1.08857266666667,0.405515815501778,15,0.262663805659596,1.13586167489555,2.55917142258545,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1
256,0.365385,0.59434,0.615385,0.525036666666667,1.307387,1.515616,1.480542,1.434515,0.753172973883333,14,1.72551689320472,1.24825039307619,1.25548526424992,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
257,0.509615,0.433962,0.432692,0.458756333333333,1.635333,1.2571,1.271136,1.38785633333333,0.636687882673445,13,0.824297893322887,1.46900245348535,1.53966954385447,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
258,0.442308,0.462264,0.509615,0.471395666666667,1.273839,1.259187,1.346306,1.29311066666667,0.609566764787111,7,1.73713082113385,0.83762510104077,0.704356457532193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
259,0.336538,0.311321,0.461538,0.369799,1.08159,0.963388,1.045612,1.03019666666667,0.380965697136667,14,0.570436944867282,1.37082719547931,0.407005933924863,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
260,0.451923,0.509434,0.528846,0.496734333333333,1.240834,1.348475,1.357651,1.31565333333333,0.653530181431111,11,1.20075629809369,0.733752582672909,0.654583958022776,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
261,0.365385,0.339623,0.423077,0.376028333333333,1.131488,0.958476,1.120767,1.07024366666667,0.402441942237222,17,0.641773259268445,0.809128512352647,1.76775770631747,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1
262,0.586538,0.54717,0.548077,0.560595,1.465667,1.54879,1.398895,1.47111733333333,0.82470102148,11,0.544947754316936,0.682946182519556,0.93701839995731,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
263,0.394231,0.45283,0.548077,0.465046,1.121762,1.29493,1.447515,1.288069,0.599011336174,13,1.75390150861232,1.21989129993924,1.85083030610885,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
264,0.557692,0.45283,0.403846,0.471456,1.364486,1.34418,1.182692,1.29711933333333,0.611534692416,14,0.993027445857788,1.91779221855254,2.18708697474277,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1
265,0.355769,0.40566,0.423077,0.394835333333333,1.15511,1.044689,1.123002,1.10760033333333,0.437319746811778,11,0.824497727321259,0.749471229654533,0.725396361313116,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
266,0.298077,0.424528,0.423077,0.381894,1.0729,1.271369,1.226694,1.190321,0.454576447974,10,1.16517253825374,0.702948184475518,0.938549763501621,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
267,0.355769,0.330189,0.432692,0.372883333333333,1.214364,1.045763,1.13986,1.133329,0.422599495283333,14,1.75624952278867,1.12936528005051,0.267567688222225,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
268,0.471154,0.349057,0.432692,0.417634333333333,1.258211,1.156763,1.19801,1.204328,0.502968721394667,13,0.70991670783692,1.06241097060812,1.78715026700654,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
269,0.413462,0.377358,0.432692,0.407837333333333,1.24884,1.13778,1.041314,1.14264466666667,0.466013153800889,14,1.36773579764046,1.09953521241062,2.11147623703871,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1
270,0.384615,0.396226,0.442308,0.407716333333333,1.216647,1.19012,1.328051,1.24493933333333,0.507582100209111,11,0.468538415134804,1.21668664493876,1.2652072461049,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
271,0.346154,0.396226,0.394231,0.378870333333333,1.110597,0.994814,0.943659,1.01635666666667,0.385067389085556,14,0.383519314851066,1.09646550576448,0.22769301432885,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1
272,0.403846,0.330189,0.423077,0.385704,1.179841,1.070282,1.059798,1.103307,0.425549923128,13,1.10201766896155,1.09959691766504,1.67817041418671,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1
273,0.509615,0.349057,0.432692,0.430454666666667,1.211999,1.094457,1.258645,1.188367,0.511538120862667,12,1.23658922932114,0.495787605297943,0.620212493485603,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1
274,0.432692,0.471698,0.451923,0.452104333333333,1.198566,1.250722,1.286696,1.245328,0.563018185221333,8,1.14192416830225,1.12103130601131,1.51002680831728,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
275,0.375,0.367925,0.442308,0.395077666666667,1.159346,1.037925,1.233856,1.143709,0.451853883065667,17,0.224511145938856,1.5905387096461,1.38992684907008,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
276,0.423077,0.443396,0.413462,0.426645,1.187268,1.167706,1.067798,1.140924,0.48676951998,12,0.417010777653245,1.17597851969819,1.58800989165508,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
277,0.365385,0.386792,0.394231,0.382136,1.183245,1.082358,1.081021,1.11554133333333,0.426288502954667,17,0.72249309580925,1.0063338925472,1.42478244658252,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1
278,0.5,0.433962,0.432692,0.455551333333333,1.250744,1.082391,1.047706,1.126947,0.513382208446,13,0.40456340271695,1.3248172190921,1.3303764953792,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1
279,0.413462,0.377358,0.442308,0.411042666666667,1.234205,1.189586,1.259979,1.22792333333333,0.504728881395556,9,0.399227342476632,1.03916245883124,0.43420520623689,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
280,0.451923,0.396226,0.394231,0.414126666666667,1.193592,1.213398,1.178071,1.19502033333333,0.494889787242222,13,0.84944241063503,0.974181194096932,0.465360500308228,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
281,0.509615,0.40566,0.432692,0.449322333333333,1.346337,1.139287,1.252652,1.246092,0.559896964988,15,2.08253632617095,0.543200622884181,2.17131540335324,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
282,0.346154,0.349057,0.384615,0.359942,1.250001,0.958711,1.042112,1.083608,0.390036030736,10,0.149457367792103,0.497120098101471,1.39518895254841,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
283,0.384615,0.349057,0.413462,0.382378,1.161672,1.098783,1.133956,1.13147033333333,0.432649363119333,14,1.23087036092256,0.777365461083491,3.78038214864138,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
284,0.394231,0.330189,0.413462,0.379294,1.156873,1.062545,1.131914,1.11711066666667,0.423713373202667,14,0.448946512049518,1.40302860256275,1.91726742233679,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1
285,0.384615,0.349057,0.413462,0.382378,1.127812,1.04382,1.133139,1.10159033333333,0.421223908479333,17,1.25418377070759,1.47186995959544,1.65495514326124,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1
286,0.480769,0.415094,0.413462,0.436441666666667,1.425512,1.091033,1.115227,1.21059066666667,0.528352208211111,14,0.799809318832005,1.78228578446891,3.96350793040827,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
287,0.326923,0.339623,0.451923,0.372823,1.100161,0.996817,1.090246,1.062408,0.396090137784,11,0.952633634027402,0.830523549350537,1.26613843946877,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1
288,0.432692,0.45283,0.548077,0.477866333333333,1.262081,1.275538,1.3878,1.308473,0.625275194775667,13,0.643678345428346,0.875986778257843,1.21350988690364,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
289,0.480769,0.462264,0.413462,0.452165,1.132037,1.20023,1.081893,1.13805333333333,0.514587885466667,15,0.854209410961919,1.24201859750015,0.411635738954509,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1
290,0.423077,0.424528,0.471154,0.439586333333333,1.272544,1.213301,1.184308,1.22338433333333,0.537783033347444,12,0.662781329273221,0.725212682060194,0.822891987304397,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
291,0.423077,0.462264,0.432692,0.439344333333333,1.19723,1.157397,1.152838,1.169155,0.513661624038333,11,1.00063914764626,1.36235989173681,2.52070529546854,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
292,0.403846,0.283019,0.384615,0.35716,1.276867,0.981345,1.040905,1.09970566666667,0.392770875906667,13,0.127838563906569,0.846278043388062,0.162380954941522,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1
293,0.384615,0.349057,0.413462,0.382378,1.107815,0.93134,1.03399,1.02438166666667,0.391701012936667,13,0.681561284586732,1.00513831634652,0.28372894119076,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
294,0.403846,0.367925,0.442308,0.404693,1.177166,1.041313,1.409113,1.20919733333333,0.489353696418667,14,0.434986759457412,1.77861401132561,2.01195478099796,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1
295,0.394231,0.349057,0.442308,0.395198666666667,1.110377,1.141227,1.24861,1.166738,0.461093301949333,13,1.67958792064971,1.66376612300416,2.38709975606277,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
296,0.317308,0.311321,0.423077,0.350568666666667,1.153272,0.997108,1.124243,1.091541,0.382660072982,17,1.77700561088307,0.172735901608688,1.0494616999034,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1
297,0.394231,0.330189,0.413462,0.379294,1.119974,1.022702,1.130297,1.090991,0.413806340354,10,1.16719056558564,1.28694125006694,2.51959716595738,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
298,0.375,0.358491,0.375,0.369497,1.118927,0.980682,0.993338,1.03098233333333,0.380944879219667,16,0.944763322988544,0.836300741140342,2.32478043439444,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1
299,0.365385,0.301887,0.394231,0.353834333333333,1.21711,0.94651,0.958723,1.040781,0.368264051281,11,1.04757509453588,0.386442078291972,1.9623166177226,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
300,0.384615,0.377358,0.432692,0.398221666666667,1.233962,1.084152,1.215754,1.177956,0.46908760158,15,1.53834843945889,1.90736411899589,2.14402028052714,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1
301,0.375,0.40566,0.394231,0.391630333333333,1.288104,1.179469,1.135169,1.200914,0.470314350124667,16,1.40321712810803,0.246220801642127,0.365185525225257,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1
302,0.5,0.415094,0.423077,0.446057,1.360736,1.165646,1.290576,1.27231933333333,0.567526944868667,15,0.13212819495275,1.1616936897534,2.17873556404245,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1
303,0.384615,0.40566,0.403846,0.398040333333333,1.162914,1.078097,1.024392,1.08846766666667,0.433254032862556,13,0.878556144721383,1.08984869301205,1.26581797724705,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1
304,0.298077,0.433962,0.423077,0.385038666666667,1.082058,1.313981,1.298433,1.23149066666667,0.474171524305778,11,0.967896914485077,0.937560355364172,1.63029694313212,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
305,0.403846,0.471698,0.442308,0.439284,1.155424,1.182577,1.168427,1.16880933333333,0.513439239184,11,1.310416754406,1.43914830041274,0.0307767399600649,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
306,0.5,0.433962,0.442308,0.458756666666667,1.401482,1.19882,1.396063,1.33212166666667,0.611119695394445,11,2.92178425486157,1.13223670452241,1.27840298397812,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1
307,0.384615,0.415094,0.442308,0.414005666666667,1.172878,1.143402,1.188574,1.16828466666667,0.483676472279778,10,0.578667691251804,1.58520278801781,0.548865966619753,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1
308,0.423077,0.330189,0.442308,0.398524666666667,1.147673,1.031832,1.081807,1.087104,0.433237759232,16,1.22507657004455,0.95664574609101,2.10476607294018,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1
309,0.365385,0.349057,0.442308,0.385583333333333,1.201512,0.996701,1.037907,1.07870666666667,0.415931312222222,14,0.605329006845695,0.495937006314644,1.49283020458591,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1
310,0.375,0.301887,0.423077,0.366654666666667,1.148849,0.999632,1.047476,1.065319,0.390604182838667,19,0.966718177313061,0.747936190787061,1.80566561546232,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1
311,0.461538,0.386792,0.432692,0.427007333333333,1.603883,1.025829,1.064287,1.231333,0.525788220775333,12,0.901694281801572,0.963494354960115,0.856814361846124,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1
312,0.413462,0.481132,0.451923,0.448839,1.149374,1.383394,1.26085,1.26453933333333,0.567574569834,11,1.70362129970239,0.815931525600347,0.9885113596745,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1
313,0.326923,0.320755,0.423077,0.356918333333333,1.061221,0.965302,1.002557,1.00969333333333,0.360378061711111,13,1.13544042953912,1.18113480899698,1.60132104191987,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1
314,0.384615,0.386792,0.432692,0.401366333333333,1.140928,1.004749,1.35909,1.16825566666667,0.468898493325889,14,1.04813204385828,0.815475932319336,1.73495346285246,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1
315,0.586538,0.509434,0.5,0.531990666666667,1.431172,1.341969,1.339769,1.37097,0.72934324428,7,0.948115065139833,1.42507817180412,1.88292345275728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
316,0.375,0.415094,0.471154,0.420416,1.226481,1.095624,1.10246,1.14152166666667,0.479913973013333,11,0.398685462517356,1.64396861429411,2.83440204023177,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
317,0.403846,0.40566,0.519231,0.442912333333333,1.101844,1.231246,1.384639,1.239243,0.548876008697,12,1.43152547162711,0.584548202078232,2.24346411540586,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
318,0.442308,0.471698,0.596154,0.503386666666667,1.22046,1.394253,1.504976,1.37322966666667,0.691265504471111,12,1.41793937891254,1.28137373227075,2.83929124841149,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
319,0.384615,0.330189,0.432692,0.382498666666667,1.131371,1.062952,1.204301,1.13287466666667,0.433323049500444,10,0.615851598950723,1.1341848990212,1.3861968428841,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
320,0.375,0.311321,0.384615,0.356978666666667,1.186778,0.918169,1.033181,1.04604266666667,0.373414916423111,16,0.0844771048957884,1.33109227694768,2.59330939815639,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
321,0.394231,0.481132,0.413462,0.429608333333333,1.145387,1.163221,1.098215,1.13560766666667,0.487866516997222,12,1.46296993110764,1.1822608260213,0.716436489193448,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
322,0.423077,0.40566,0.394231,0.407656,1.261908,1.100418,1.185145,1.18249033333333,0.482049279325333,13,1.46590810701594,0.50724165514772,1.34884242834248,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1
